标准号,国际标准编号,采标类型
GB/T 12688.1-2011,ASTM D5135-07,修改采用
GB/T 26495-2011,,
GB/T 26524-2011,,
GB/T 26472-2011,ISO 8087:1985,等同采用
GB/T 26391-2011,,
GB/T 26476-2011,,
GB/T 26473-2011,ISO 15442:2005,等同采用
GB/T 26491-2011,ASTM G67:2004,非等效采用
GB/T 26481-2011,ISO 15848-2:2006,修改采用
GB/T 26523-2011,,
GB/T 26521-2011,,
GB/T 26494-2011,,
GB/T 26520-2011,ASTM D98-05,修改采用
GB/T 26395-2011,,
GB/T 26471-2011,,
GB/T 26519.2-2011,,
GB 17930-2011,,
GB 14587-2011,,
GB/T 10597-2011,,
GB 6249-2011,,
GB 26453-2011,,
GB/T 26380-2011,,
GB/T 26378-2011,,
GB/T 26382-2011,,
GB/T 26408-2011,,
GB/T 26518-2011,,
GB/T 26398-2011,,
GB/T 623-2011,ISO 6353-2:1983,非等效采用
GB/T 3683-2011,ISO 1436:2009,等同采用
GB/T 1288-2011,ISO 6353-2:1983,非等效采用
GB/T 26409-2011,,
GB/T 26525-2011,,
GB/T 26475-2011,,
GB/T 18691.4-2011,ISO 9635-4:2006,修改采用
GB/T 26497-2011,,
GB/T 26507-2011,,
GB/T 18691.5-2011,ISO 9635-5:2006,修改采用
GB/T 26527-2011,,
GB/T 3915-2011,ASTM D2827-08,修改采用
GB/T 26513-2011,,
GB/T 26465-2011,EN 81-72:2003,修改采用
GB 26512-2011,ECE R29:2007,修改采用
GB/T 12688.5-2011,ASTM D2119-09,修改采用
GB/T 4754-2011,ISIC Rev.4:2006,非等效采用
GB 19522-2010,,
GB/T 12085.9-2010,ISO 9022-9:1994,修改采用
GB/T 26445-2010,TDG/MR,非等效采用
GB/T 26186-2010,,
GB 18180-2010,,
GB/T 20538.2-2010,,
GB/T 25915.3-2010,ISO 14644-3:2005,等同采用
GB/T 26255.1-2010,ISO 10838-1:2000,修改采用
GB/T 26444-2010,TDG/MR,非等效采用
GB/T 27410-2010,,
GB/T 26237.1-2010,ISO/IEC 19794-1:2006,修改采用
GB/T 16476-2010,,
GB/T 27409-2010,,
GB/T 26416.3-2010,,
GB/T 26416.4-2010,,
GB/T 26416.2-2010,,
GB/T 17874-2010,,
GB/T 26250-2010,,
GB/T 26429-2010,,
GB/T 9115-2010,ASME B16.5-2009及,修改采用
GB/T 25915.1-2010,ISO 14644-1:1999,等同采用
GB/T 25915.2-2010,ISO 14644-2:2000,等同采用
GB/T 25915.8-2010,ISO 14644-8:2006,等同采用
GB/T 12085.1-2010,ISO 9022-1:1994,修改采用
GB/T 12085.14-2010,ISO 9022-14:1994,修改采用
GB/T 12085.4-2010,ISO 9022-4:2002,修改采用
GB/T 26281-2010,,
GB/T 9119-2010,ASME B16.5-2009及,修改采用
GB/T 9120-2010,ASME B16.5-2009及,修改采用
GB/T 9123-2010,ASME B16.5-2009及,修改采用
GB/T 9113-2010,ASME B16.5-2009及,修改采用
GB 26434-2010,,
GB/T 18181-2010,,
GB/T 21099.4-2010,IEC/TR 61804-4:2006,等同采用
GB/T 26302-2010,,
GB/T 12085.10-2010,ISO 9022-10:1998,修改采用
GB/T 12085.16-2010,ISO 9022-16:1998,修改采用
GB/T 26215-2010,,
GB/T 21099.3-2010,IEC 61804-3:2006,等同采用
GB/T 9124-2010,ASME B16.5-2009及,修改采用
GB/T 16477.1-2010,,
GB/T 26219-2010,,
GB/T 16766-2010,,
GB/T 25917-2010,ISO 4965:1979,修改采用
GB/T 26291-2010,,
GB/T 25922-2010,ISO/TR 12764:1997,等同采用
GB/Z 25740.1-2010,,
GB/T 26316-2010,ISO 20252:2006,修改采用
GB/T 26366-2010,,
GB/T 26371-2010,,
GB/T 26368-2010,,
GB/T 26370-2010,,
GB/T 26372-2010,,
GB/T 5154-2010,ASTM B90/B 90M:2007,非等效采用
GB/T 26168.4-2010,IEC 60544-5:2003,等同采用
GB/T 26367-2010,,
GB/T 26143-2010,ISO 19879:2010,等同采用
GB/T 26135-2010,,
GB/T 18113-2010,,
GB/T 6893-2010,ASTM B221M:2005,非等效采用
GB/T 12967.7-2010,,
GB/T 14078-2010,,
GB/T 26216.1-2010,,
GB 26134-2010,FMVSS 216,非等效采用
GB/T 26176-2010,,
GB/T 26232-2010,,
GB/Z 26338-2010,ISO/TS 17120:2004,非等效采用
GB/T 26149-2010,,
GB/T 4026-2010,IEC 60445:2006,等同采用
GB/T 18216.12-2010,IEC 61557-12:2007,等同采用
GB/T 15092.1-2010,IEC 61058-1 Ed.3.2:2008,等同采用
GB/T 26136-2010,,
GB/T 26332.1-2010,ISO 9211-1:1994,等同采用
GB/T 7947-2010,IEC 60446:2007,等同采用
GB/T 26255.2-2010,ISO 10838-2:2000,修改采用
GB/T 26206-2010,,
GB/T 26185-2010,,
GB/T 15677-2010,,
GB/T 26203-2010,,
GB/T 26174-2010,,
GB 26418-2010,,
GB/T 26238-2010,,
GB/T 26162.1-2010,ISO 15489-1:2001,等同采用
GB/T 26168.1-2010,IEC 60544-1:1994,等同采用
GB/T 12085.6-2010,ISO 9022-6:1994,修改采用
GB/T 26342-2010,,
GB/T 26231-2010,,
GB/T 13219-2010,,
GB/T 26330-2010,,
GB/T 26126-2010,,
GB/T 26277-2010,ISO 16392:2007,修改采用
GB/T 3198-2010,EN 546:1997,非等效采用
GB/T 26223-2010,,
GB/Z 26247-2010,,
GB/T 14849.5-2010,,
GB/T 12687.2-2010,,
GB/T 12687.3-2010,,
GB/T 16902.4-2010,ISO 80416-4:2005,修改采用
GB/T 26165-2010,,
GB/T 26150-2010,,
GB/T 26140-2010,ISO/TS 21432:2005,等同采用
GB/T 26216.2-2010,,
GB/T 26300-2010,,
GB/T 26416.5-2010,,
GB/T 26287-2010,,
GB/T 26315-2010,,
GB/T 3114-2010,,
GB/T 12085.7-2010,ISO 9022-7:2005,修改采用
GB 4404.4-2010,,
GB/T 16895.10-2010,IEC 60364-4-44:2007,等同采用
GB/T 15971-2010,,
GB 16557-2010,,
GB/T 19283-2010,,
GB/T 26421-2010,,
GB/T 26358-2010,,
GB/T 12085.11-2010,ISO 9022-11:1994,修改采用
GB/T 12085.12-2010,ISO 9022-12:1994,修改采用
GB/T 12085.13-2010,ISO 9022-13:1998,修改采用
GB/T 12085.3-2010,ISO 9022-3:1998,修改采用
GB/T 9114-2010,ASME B16.5-2009及,修改采用
GB/T 26436-2010,,
GB/T 9122-2010,ASME B16.5-2009及,修改采用
GB/T 12085.2-2010,ISO 9022-2:2002,修改采用
GB/T 26373-2010,,
GB/T 26282-2010,,
GB/T 9117-2010,ASME B16.5-2009及,修改采用
GB/T 12687.1-2010,,
GB/T 26187-2010,,
GB/T 5703-2010,ISO 7250-1:2008,修改采用
GB/T 17969.8-2010,ISO/IEC 9834-8:2005,等同采用
GB 4404.3-2010,,
GB/T 26182-2010,,
GB/T 18804-2010,UN/CEFACT 28#,修改采用
GB/T 26369-2010,,
GB/T 26416.1-2010,,
GB/T 26202-2010,,
GB/T 26362-2010,,
GB/T 26173-2010,,
GB/T 26288-2010,,
GB/T 26168.2-2010,IEC 60544-2:1991,等同采用
GB/T 26354-2010,,
GB/T 9116-2010,ASME B16.5-2009及,修改采用
GB/T 9121-2010,ASME B16.5-2009及,修改采用
GB/T 26422-2010,,
GB/T 26364-2010,,
GB/T 3221-2010,,
GB/T 26278-2010,,
GB/T 3191-2010,ASTM B221M:2008,非等效采用
GB 26419-2010,,
GB/T 26361-2010,,
GB/T 12085.5-2010,ISO 9022-5:1994,修改采用
GB/T 26254-2010,,
GB/T 26217-2010,,
GB/T 9118-2010,ASME B16.5-2009及,修改采用
GB/T 12085.15-2010,ISO 9022-15:1998,修改采用
GB/T 12085.8-2010,ISO 9022-8:1994,修改采用
GB/Z 25740.2-2010,,
GB/T 26334-2010,BS 746::2005,非等效采用
GB/T 26311-2010,,
GB/T 13882-2010,,
GB/T 26055-2010,,
GB/T 3624-2010,,
GB/T 26071-2010,,
GB/T 25895.3-2010,ISO 20712-3:2008,修改采用
GB/T 9125-2010,,
GB/T 17909.2-2010,ISO 9928-2:2007,等同采用
GB/T 13000-2010,ISO/IEC 10646:2003,等同采用
GB/T 25997-2010,ASTM C591:2008,非等效采用
GB/T 25914-2010,,
GB/T 26016-2010,,
GB/T 6516-2010,,
GB/T 19413-2010,,
GB/T 26068-2010,,
GB/T 26081-2010,ISO 7186-1996,修改采用
GB/T 25963-2010,EN 12916:2006,修改采用
GB/T 25503-2010,,
GB/T 25978-2010,,
GB 25501-2010,,
GB 25502-2010,,
GB/T 26050-2010,ISO 4503:1978,修改采用
GB/T 26024-2010,,
GB/T 26029-2010,,
GB/T 26038-2010,,
GB 18351-2010,,
GB/T 25895.2-2010,ISO 20712-2:2007,修改采用
GB/T 26080-2010,,
GB/T 25996-2010,ASTM C692:2008,非等效采用
GB/T 25890.5-2010,IEC 61992-5:2006,等同采用
GB/T 9112-2010,ASME B16.5-2009及,修改采用
GB/T 3407-2010,,
GB/T 14885-2010,,
GB/T 26111-2010,,
GB/T 10183.1-2010,ISO 12488-1:2005,等同采用
GB/T 22437.2-2010,ISO 8686-2:2004,修改采用
GB/T 728-2010,,
GB/T 25852-2010,ISO 8539∶1986,等同采用
GB/T 26077-2010,ISO 12106:2003,修改采用
GB 25956-2010,,
GB 25990-2010,ECE R69:2007、ECE R70:2007,非等效采用
GB/T 6182-2010,ISO 7041:2002,修改采用
GB/T 10432.3-2010,ISO 13918:2008,修改采用
GB/T 26027-2010,,
GB/T 25845-2010,,
GB/T 26114-2010,,
GB/T 12703.5-2010,,
GB/T 10432.1-2010,ISO 13918:2008,修改采用
GB/T 902.4-2010,ISO 13918:2008,修改采用
GB/T 13681.2-2010,ISO 21670:2003,修改采用
GB/T 3098.9-2010,ISO 2320:2008,等同采用
GB/T 3884.12-2010,,
GB/T 25857-2010,,
GB/T 26063-2010,,
GB/T 26014-2010,,
GB/T 26017-2010,,
GB/T 26018-2010,,
GB/T 2524-2010,,
GB/T 26075-2010,,
GB/T 26301-2010,,
GB/T 5121.28-2010,,
GB/T 26089-2010,,
GB/T 25977-2010,JIS D6509:1992,修改采用
GB/T 26007-2010,,
GB/T 26008-2010,,
GB/T 26117-2010,,
GB/T 25975-2010,EN 13162:2001、EN 13500:2003,非等效采用
GB/T 25998-2010,JIS A6301:2007,非等效采用
GB/T 26002-2010,,
GB/T 26052-2010,,
GB/T 24818.2-2010,ISO 11660-2:1994,等同采用
GB/T 23725.3-2010,ISO 9942-3:1999,等同采用
GB/T 24817.2-2010,ISO 7752-2:1985,等同采用
GB 25957-2010,,
GB/T 25993-2010,,
GB 25958-2010,,
GB/T 25899.2-2010,,
GB/T 25899.1-2010,,
GB/T 19967.2-2010,,
GB 16897-2010,FMVSS 106:1993,非等效采用
GB/T 25897-2010,IEC 61788-4:2007,等同采用
GB/T 13402-2010,,
GB/T 386-2010,ASTM D613-08,修改采用
GB/T 17851-2010,ISO 5459:1981,修改采用
GB/T 26116-2010,,
GB/T 25982-2010,,
GB/T 26047-2010,,
GB/T 25849-2010,ISO 16368:2003,修改采用
GB/T 3310-2010,,
GB/T 26053-2010,,
GB/T 25861-2010,,
GB/T 26069-2010,,
GB/T 902.2-2010,ISO 13918:2008,修改采用
GB/T 26036-2010,,
GB/Z 26083-2010,,
GB 25991-2010,,
GB 7189-2010,,
GB/T 25981-2010,,
GB/T 9169-2010,ASTM D3241-08a,修改采用
GB/T 15180-2010,JIS K2207:1996,非等效采用
GB/T 11577-2010,,
GB 26131-2010,,
GB 26133-2010,(EU)97/68/EC、2002/88/EC、CFR Part 90,修改采用
GB 26132-2010,,
GB/T 25798-2010,,
GB/T 25668.1-2010,,
GB/T 25688.2-2010,ISO 4510-2:1996,等同采用
GB/T 25779-2010,ASTM C55-06,非等效采用
GB/T 25935-2010,,
GB/T 25739-2010,,
GB/T 10661-2010,,
GB/T 25953-2010,,
GB/T 14999.6-2010,,
GB/T 25765-2010,,
GB/T 25766-2010,,
GB/T 25804-2010,,
GB 25723-2010,ISO 22702:2003,等同采用
GB/T 25736-2010,,
GB/T 25941-2010,,
GB/T 25712-2010,,
GB/T 14999.7-2010,,
GB/T 25657.2-2010,,
GB/T 25664-2010,ISO 15641:2001,等同采用
GB 14924.3-2010,,
GB/T 25668.2-2010,,
GB/T 25669.1-2010,,
GB/T 25669.2-2010,,
GB/T 25658.1-2010,,
GB/T 25762-2010,,
GB/T 308.2-2010,ISO 3290-2:2008,等同采用
GB/T 25703-2010,,
GB/T 25682.1-2010,,
GB/T 14262-2010,,
GB/T 14263-2010,,
GB/T 14261-2010,,
GB/T 25937-2010,,
GB/T 25954-2010,,
GB/T 25940-2010,,
GB/T 25794-2010,,
GB/T 25785-2010,,
GB/T 25760-2010,,
GB/T 25784-2010,,
GB/T 25699-2010,,
GB/T 25734-2010,,
GB/T 25660.1-2010,,
GB/T 25660.2-2010,,
GB/T 25836-2010,,
GB/T 25749.3-2010,ISO 29042-3:2009,等同采用
GB/T 25749.1-2010,ISO 29042-1:2008,等同采用
GB/T 25749.4-2010,ISO 29042-4:2009,等同采用
GB/T 25945-2010,ISO 8685:1992,等同采用
GB/T 18482-2010,,
GB/T 25797-2010,,
GB/T 25713-2010,,
GB/T 8263-2010,ASTM A532/A532M-93a(2008),修改采用
GB/T 25710-2010,,
GB/T 25709-2010,,
GB/T 25835-2010,,
GB/T 25787-2010,,
GB/T 25809-2010,,
GB/T 9440-2010,ISO 5922:2005,修改采用
GB/T 25746-2010,,
GB/T 25950-2010,ISO 6138:1991,等同采用
GB/T 25823-2010,,
GB/T 25792-2010,,
GB/T 25700-2010,,
GB/T 25743-2010,,
GB/T 25744-2010,,
GB 25683-2010,,
GB/T 25934.1-2010,,
GB/T 25696-2010,,
GB/T 25938-2010,,
GB/T 25674-2010,,
GB/T 25939-2010,,
GB/T 25811-2010,,
GB/T 25812-2010,,
GB/T 25813-2010,,
GB/T 25702-2010,,
GB/T 25706-2010,,
GB/T 25727-2010,,
GB/T 25698-2010,,
GB/T 25691-2010,ISO 6485:1980,等同采用
GB/T 25735-2010,,
GB/T 25730-2010,,
GB/T 25731-2010,,
GB/T 25732-2010,,
GB/T 25750-2010,,
GB/T 25667.1-2010,,
GB/T 25667.3-2010,,
GB/T 25689-2010,ISO 6483:1980,等同采用
GB/T 25778-2010,ISO 14344:2010,修改采用
GB/T 25775-2010,ISO 544:2003,修改采用
GB/T 25777-2010,ISO 6847:2000,等同采用
GB/T 25742.1-2010,ISO 13374-1:2003,等同采用
GB/T 18707.2-2010,ISO 10326-2:2001,等同采用
GB/T 25934.3-2010,,
GB/T 25758.4-2010,EN 12543-4:1999,等同采用
GB/T 25758.3-2010,EN 12543-3:1999,等同采用
GB/T 25758.2-2010,EN 12543-2:1999,等同采用
GB/T 6335.2-2010,,
GB/T 25675-2010,,
GB/T 25670-2010,,
GB/T 25946-2010,ISO 10226:1991,等同采用
GB/T 25949-2010,ISO 6140:1991,等同采用
GB/T 25943-2010,ISO 10277:1995,等同采用
GB/T 25947-2010,ISO 9033:1989,等同采用
GB/T 25805-2010,,
GB/T 25788-2010,,
GB/T 25816-2010,,
GB/T 25815-2010,,
GB/T 25817-2010,,
GB/T 25818-2010,,
GB/T 20485.15-2010,ISO 16063-15:2006,等同采用
GB/T 25708-2010,,
GB/T 25725-2010,,
GB/T 25720-2010,,
GB/T 25721-2010,,
GB/T 25685.1-2010,ISO 14401-1:2009,等同采用
GB/T 25796-2010,,
GB/T 6335.1-2010,ISO 5468:2006,修改采用
GB/T 23718.3-2010,ISO 18436-3:2008,等同采用
GB/T 25889-2010,ISO 22096:2007,等同采用
GB/T 25745-2010,,
GB/T 25690-2010,ISO 6484:1986,等同采用
GB/T 25761-2010,,
GB/T 25759-2010,ASTM E1454-02,修改采用
GB/T 25748-2010,ASTM B93/B93M-07,修改采用
GB/T 25783-2010,,
GB/T 25781-2010,,
GB/T 25790-2010,,
GB/T 25793-2010,,
GB/T 25768-2010,,
GB/T 25952-2010,,
GB/T 16709.1-2010,ISO 9803-1:2007,等同采用
GB/T 16709.2-2010,ISO 9803-2:2007,等同采用
GB/Z 25756-2010,ISO/TS 3669-2:2007,等同采用
GB/T 25822-2010,ASTM A500/A 500M-07,非等效采用
GB/T 25773-2010,AWS D17.1:2001,修改采用
GB/T 25714.2-2010,,
GB/T 25714.1-2010,,
GB/T 25693-2010,,
GB/T 25707-2010,,
GB/T 25833-2010,ASTM A741-2003,修改采用
GB/T 25719-2010,,
GB/T 25800-2010,,
GB/T 25799-2010,,
GB/T 25661.1-2010,,
GB/T 25661.2-2010,,
GB/T 25827-2010,,
GB/T 6080.2-2010,,
GB/T 25828-2010,,
GB/T 25829-2010,,
GB/T 9336-2010,,
GB/T 25676.1-2010,,
GB/T 25758.5-2010,EN 12543-5:1999,等同采用
GB/T 25757-2010,,
GB/T 25726-2010,,
GB/T 25825-2010,,
GB/T 25692-2010,ISO 10268:1993,等同采用
GB 25722-2010,ISO 9994:2005,等同采用
GB 16710-2010,,
GB/T 25705-2010,,
GB/T 25659.2-2010,,
GB/T 25659.1-2010,,
GB/T 25681-2010,,
GB/T 25677-2010,,
GB/T 25673-2010,,
GB/Z 25842.1-2010,IEC/TR 61912-1:2007,等同采用
GB/T 25840-2010,IEC/TR 60943:2009,等同采用
GB/T 25671-2010,,
GB/T 25824-2010,,
GB/T 6080.1-2010,ISO 2336-2:2006,等同采用
GB/T 25685.2-2010,ISO 14401-2:2009,等同采用
GB/T 17771-2010,ISO 3449:2005,等同采用
GB/T 25932-2010,,
GB/T 25657.1-2010,,
GB/T 2298-2010,ISO 2041:2009,等同采用
GB/T 25933-2010,,
GB/T 25934.2-2010,,
GB/T 25751-2010,,
GB/T 25704-2010,,
GB/T 25771-2010,,
GB/T 25729-2010,,
GB/T 25944-2010,ISO 6139:1993,等同采用
GB/T 17876-2010,,
GB/T 25667.2-2010,,
GB/T 25780-2010,,
GB/T 25752-2010,,
GB/T 25695-2010,,
GB/T 25948-2010,ISO 10213:1991,等同采用
GB/T 25776-2010,,
GB/T 14260-2010,ISO 12743:2006,非等效采用
GB/T 25782-2010,JIS K4129-1995,修改采用
GB/T 25837-2010,,
GB/T 25663-2010,,
GB/T 25758.1-2010,EN 12543-1:1999,等同采用
GB/T 25769-2010,,
GB/T 13925-2010,,
GB/T 25754-2010,ISO 21358:2007,等同采用
GB/T 25767-2010,,
GB/T 25772-2010,,
GB/Z 6113.405-2010,CISPR 16-4-5/TR:2006,等同采用
GB/T 25688.1-2010,ISO 4510-1:1987,等同采用
GB/T 25838-2010,,
GB/T 25701-2010,,
GB/T 25749.2-2010,ISO 29042-2:2009,等同采用
GB/T 25806-2010,,
GB/T 25834-2010,,
GB/T 25658.2-2010,,
GB/T 25830-2010,,
GB/T 25955-2010,,
GB/T 25665-2010,ISO 22037:2007,修改采用
GB/T 25755-2010,,
GB/T 17921-2010,ISO 6683:2005,修改采用
GB/T 25662-2010,,
GB/T 7659-2010,,
GB/T 25718-2010,,
GB/T 25489-2010,,
GB 16542-2010,,
GB/T 10395.22-2010,EN 12525:2000,修改采用
GB/T 14780-2010,ISO 6302:1993,等同采用
GB/T 25643-2010,,
GB/T 25648-2010,,
GB 10395.2-2010,EN 1853:1999,修改采用
GB/T 25514-2010,ISO/TS 17117:2002,等同采用
GB/T 25513-2010,ISO/TS 21091:2005,等同采用
GB/T 19659.5-2010,ISO 15745-5:2007,等同采用
GB/T 25478-2010,,
GB/T 16649.12-2010,ISO/IEC 7816-12:2005,等同采用
GB/T 16649.15-2010,ISO/IEC 7816-15:2004,等同采用
GB/T 25486-2010,,
GB/T 25488-2010,,
GB/T 25487-2010,,
GB/T 25479-2010,,
GB/T 20529.2-2010,,
GB/T 25651-2010,,
GB 25524-2010,,
GB 25520-2010,,
GB/T 25517.1-2010,,
GB 25522-2010,,
GB/T 22263.8-2010,,
GB 10395.19-2010,EN 909:1998,修改采用
GB/T 25642-2010,,
GB/T 21645.2-2010,ITU-T G.8081:2008,非等效采用
GB/T 20719.11-2010,ISO 18629-11:2005,等同采用
GB/T 25529-2010,,
GB 25526-2010,,
GB/T 25472-2010,,
GB/T 25474-2010,,
GB 10395.16-2010,EN 13118:2000,修改采用
GB/T 25475-2010,,
GB/T 25476-2010,,
GB/T 25515-2010,ISO 18104:2003,等同采用
GB/T 21715.7-2010,ISO 21549-7:2007,等同采用
GB 10395.17-2010,EN 13140:2000,修改采用
GB 10395.23-2010,EN 1374:2000,修改采用
GB/T 25507-2010,ISO/PAS 16739:2005,等同采用
GB/T 25605-2010,ISO 7132:2003,修改采用
GB/T 17554.7-2010,ISO/IEC 10373-7:2008,修改采用
GB/T 25530-2010,ISO 19119:2005,等同采用
GB/T 25528-2010,ISO 19131:2007,等同采用
GB/T 25610-2010,ISO 13333:1994,等同采用
GB/T 25484-2010,,
GB/T 25631-2010,ISO 20643:2005,等同采用
GB/T 21645.4-2010,ITU-T G.7713:2006和ITU-T G.7713.2:2003,非等效采用
GB/T 17629-2010,UN/CEFACT Recommendation No.26,修改采用
GB/T 18131-2010,UN/CEFACT Recommendation NO.15,修改采用
GB/T 25609-2010,ISO 17063:2003,等同采用
GB 25527-2010,,
GB/T 25641-2010,,
GB 25492-2010,,
GB/T 16656.46-2010,ISO 10303-46:1994及ISO 10303-46:1994/Cor.3:2006及ISO 10303-46:1994/Cor.2:2002及ISO 10303-46:1994/Cor.1:1999,等同采用
GB/T 25495-2010,,
GB/T 8747-2010,,
GB 16541-2010,,
GB/T 24405.2-2010,ISO/IEC 20000-2:2005,等同采用
GB/T 25483-2010,,
GB/T 25477-2010,,
GB/T 25649-2010,,
GB/T 18491.6-2010,ISO/IEC 14143-6:2006,等同采用
GB/T 25481-2010,,
GB/T 25482-2010,,
GB/T 17971.1-2010,ISO/IEC 9995-1:2006,等同采用
GB/T 16656.42-2010,ISO 10303-42:2003及ISO 10303-42:2003/Cor.1:2007,等同采用
GB/T 4990-2010,,
GB 25523-2010,,
GB 25521-2010,,
GB/T 25650-2010,,
GB/T 18491.3-2010,ISO/IEC TR 14143-3:2003,等同采用
GB/T 18491.4-2010,ISO/IEC TR 14143-4:2002,等同采用
GB/T 16656.41-2010,ISO 10303-41:2005,等同采用
GB/T 1598-2010,,
GB/T 7341.1-2010,IEC 60645-1:2001,等同采用
GB/T 16649.4-2010,ISO/IEC 7816-4:2005,等同采用
GB 25490-2010,EN 1218-1:1999,修改采用
GB/T 25656-2010,,
GB/T 25614-2010,ISO 6395:2008,等同采用
GB/T 25496-2010,,
GB/T 25612-2010,ISO 6393:2008,等同采用
GB/T 2904-2010,,
GB/T 25615-2010,ISO 6396:2008,等同采用
GB/T 25624-2010,ISO 11112:1995,等同采用
GB/T 16656.11-2010,ISO 10303-11:2004,等同采用
GB 10395.24-2010,EN 707:1999,修改采用
GB/T 25634.1-2010,,
GB/T 25634.2-2010,,
GB/T 25635.1-2010,,
GB/T 25635.2-2010,,
GB/T 25498.3-2010,IEC 60318-3:1998,等同采用
GB/T 25494-2010,,
GB/T 16656.105-2010,ISO 10303-105:1996及ISO 10303-105:1996/Cor.2:2000及ISO 10303-105:1996/Cor.1:2000,等同采用
GB/T 11159-2010,,
GB/T 14945-2010,,
GB/T 25509-2010,,
GB/T 25510-2010,,
GB/T 25511-2010,,
GB/T 25645-2010,,
GB/T 25646-2010,,
GB/T 25473-2010,ISO 7291:1999,修改采用
GB 25493-2010,,
GB/T 25469-2010,,
GB/T 25470-2010,,
GB/T 25633-2010,,
GB/T 25508-2010,,
GB/T 19902.4-2010,ISO 16100-4:2006,等同采用
GB/T 25638.1-2010,ISO 21573-1:2006,等同采用
GB/T 25637.1-2010,ISO 18650-1:2004,等同采用
GB/T 25602-2010,ISO 8927:1991,等同采用
GB/T 25603-2010,ISO 21467:2004,等同采用
GB/T 25613-2010,ISO 6394:2008,等同采用
GB/T 4993-2010,,
GB/T 25497-2010,,
GB/T 25644-2010,,
GB/T 15952-2010,IEC 61252:2002,等同采用
GB/T 7242-2010,,
GB/T 17645.511-2010,ISO 13584-511:2006,修改采用
GB/T 25639-2010,,
GB/T 25620-2010,ISO 12510:2004,等同采用
GB/T 25621-2010,ISO 8152:1984,等同采用
GB/T 25640-2010,,
GB/T 25460-2010,,
GB/T 22263.7-2010,,
GB/T 20441.3-2010,IEC 61094-3:1995,等同采用
GB/T 12761-2010,,
GB/T 20441.1-2010,IEC 61094-1:2000,等同采用
GB/T 6149-2010,,
GB/T 6145-2010,,
GB/T 25618.1-2010,ISO 6392-1:1996,等同采用
GB/T 25630-2010,ISO 5389:2005,等同采用
GB/T 22351.2-2010,ISO/IEC 15693-2:2000,等同采用
GB/T 16649.9-2010,ISO/IEC 7816-9:2004,等同采用
GB/T 5271.17-2010,ISO/IEC 2382-17:1999,等同采用
GB/T 25516-2010,ISO 7235:2003,等同采用
GB/T 5271.26-2010,ISO/IEC 2382-26:1993,等同采用
GB/T 25647-2010,,
GB/T 25654-2010,,
GB/T 16701-2010,,
GB/T 13965-2010,,
GB/T 25499-2010,,
GB/T 13992-2010,,
GB/T 3769-2010,IEC 60263:1982,等同采用
GB/T 17971.2-2010,ISO/IEC 9995-2:2002,等同采用
GB/T 17971.3-2010,ISO/IEC 9995-3:2002,等同采用
GB/T 17971.5-2010,ISO/IEC 9995-5:2006,等同采用
GB/T 25618.2-2010,ISO 6392-2:1996,等同采用
GB/T 25616-2010,ISO 11862:1993,等同采用
GB/T 16962-2010,,
GB/T 17971.7-2010,ISO/IEC 9995-7:2002,等同采用
GB/T 17971.8-2010,ISO/IEC 9995-8:2006,等同采用
GB/T 19252-2010,UN/CEFACT Recommendation No.31,修改采用
GB/T 25653-2010,,
GB/T 18126-2010,UN/CEFACT Recommendation 17,修改采用
GB/T 16963-2010,,
GB/T 21645.7-2010,ITU-T G.7714:2005和ITU-T G.7714.1:2006,非等效采用
GB/T 2614-2010,,
GB/T 25471-2010,,
GB/T 25652-2010,,
GB/T 25498.1-2010,IEC 60318-1:1998,等同采用
GB 25518-2010,,
GB 10395.18-2010,EN 908:1999,修改采用
GB 25519-2010,,
GB/T 25480-2010,,
GB/T 25485-2010,,
GB/T 25512-2010,ISO 22857:2004,等同采用
GB/T 25611-2010,ISO 10266:1992,等同采用
GB/T 25627-2010,,
GB/T 3241-2010,IEC 61260:1995,修改采用
GB/T 16656.101-2010,ISO 10303-101:1994及ISO 10303-101:1994/Cor.1:1999,等同采用
GB/T 25606-2010,ISO 10261:2002,等同采用
GB/T 18491.5-2010,ISO/IEC TR 14143-5:2004,等同采用
GB/T 15191-2010,ISO 7372:2005,修改采用
GB/T 25636-2010,,
GB/T 25597-2010,ISO 19128:2005,修改采用
GB 25491-2010,,
GB/T 25607-2010,ISO 3457:2003,等同采用
GB/T 9505-2010,,
GB/T 6146-2010,,
GB 25525-2010,,
GB/T 17971.4-2010,ISO/IEC 9995-4:2002,等同采用
GB/T 25517.2-2010,,
GB/T 20719.14-2010,ISO 18629-14:2006,等同采用
GB/T 25617-2010,ISO 6011:2003,等同采用
GB/T 18491.2-2010,ISO/IEC 14143-2:2002,等同采用
GB/T 25459-2010,,
GB/T 25655-2010,,
GB/T 6592-2010,IEC 60359:2001,等同采用
GB/T 14506.1-2010,,
GB/T 15923-2010,,
GB 25468-2010,,
GB/T 14506.24-2010,,
GB/T 25316-2010,,
GB/T 25405-2010,,
GB/T 25409-2010,,
GB/T 6809.8-2010,ISO 7967-8:2005,等同采用
GB/T 25411-2010,,
GB/T 25307-2010,,
GB/T 25333-2010,,
GB/T 25335-2010,,
GB/T 25342-2010,,
GB/T 25396-2010,ISO 17101:2004,修改采用
GB/T 25309-2010,,
GB/T 25422-2010,,
GB 25286.3-2010,EN 13463-3:2005,修改采用
